LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
-0,285502;0,143287;0,375881;0,749158;1;0,785196;0,753136;0,403635;0,227599;-0,00299619;0,0301307;0,0628127;0,378787;Nasal;R
-0,110068;0,251094;0,578363;0,765187;1;0,858077;0,761905;0,281661;0,256762;0,0599121;-0,0938955;0,404816;0,52803;Nasal;R
0,308356;0,708984;0,490718;0,846879;0,997256;1;0,576153;0,492149;0,412661;-0,157033;0,264907;0,352817;0,366512;Nasal;R
-0,284346;-0,703895;-0,496076;0,583681;1;0,624544;-0,0489269;-0,231221;-0,184934;-0,887921;-0,527601;-0,111894;-0,515144;Nasal;R
-0,0822023;-0,354869;-0,0359766;0,651313;0,611287;0,722768;0,38603;-0,36948;-0,219536;-1;-0,809216;-0,50463;0,0240549;Nasal;R
0,204515;0,542862;0,831301;0,958874;1;0,927475;0,971294;0,570308;0,561598;0,099467;0,149686;0,253241;0,293247;Dorsal;R
0,194565;0,507911;0,737653;0,944031;0,974273;1;0,991436;0,526292;0,49905;0,326097;0,0741844;0,280205;0,362292;Dorsal;R
0,205575;0,462965;0,732731;0,935909;1;0,992326;0,935761;0,489173;0,4914;0,14603;0,0167556;0,0925829;0,287834;Dorsal;R
0,45094;0,62445;0,673081;0,875324;1;0,913557;0,842502;0,628781;0,5901;0,281671;0,186378;0,387081;0,435987;Dorsal;R
0,273538;0,401849;0,782992;0,870435;0,877536;0,911515;1;0,705346;0,666296;0,157885;0,101949;0,222277;0,223831;Dorsal;R
0,104611;0,527401;0,946764;0,818374;1;0,947345;0,844094;0,509011;0,551683;0,276298;-0,135287;0,0704757;0,356194;Dorsal;R
0,418944;0,81126;0,791258;0,855435;1;0,930917;0,927484;0,886809;0,704473;0,246066;0,110706;0,468229;0,436638;Dorsal;R
0,231687;0,515575;0,59831;0,788405;0,970501;1;0,822325;0,412543;0,428781;0,316964;0,0222352;0,411435;0,362186;Dorsal;R
-0,00240412;0,563686;0,769143;0,737479;0,802586;1;0,869772;0,712633;0,554419;0,0553124;-0,0227084;0,206499;0,287636;Dorsal;R
0,428928;0,518058;0,985139;0,712719;1;0,970641;0,941688;0,66608;0,621379;0,302397;-0,320001;0,470146;0,521151;Dorsal;R
-0,195288;0,470035;0,666408;0,89032;0,737748;0,911702;0,836335;1;0,741687;0,219717;-0,0858283;0,498076;0,329969;Dorsal;R
0,160341;0,309346;0,500222;0,672869;0,677988;1;0,647928;0,396833;0,370803;0,0961601;-0,00940237;-0,0031339;0,38125;Dorsal;R
0,103702;0,257586;0,999334;1;0,878222;0,787149;0,878963;0,278651;0,463482;0,353916;0,108323;0,056871;-0,0597729;Dorsal;R
